250 15
28 13 2
28 14 3
28 15 5
29 1 7
29 2 7
29 3 3
29 4 4
29 5 3
29 6 4
29 7 4
29 8 10
29 9 5
29 10 5
29 11 2
29 12 7
29 13 10
29 14 8
29 15 5
30 1 7
30 2 6
30 3 10
30 4 3
30 5 9
30 6 4
30 7 3
30 8 8
30 9 6
30 10 5
30 11 7
30 12 8
30 13 8
30 14 3
30 15 3
31 1 9
31 2 4
31 3 4
31 4 8
31 5 3
31 6 6
31 7 8
31 8 9
31 9 5
31 10 8
31 11 7
31 12 9
31 13 10
31 14 2
31 15 4
32 1 5
32 2 3
32 3 8
32 4 2
32 5 1
32 6 7
32 7 4
32 8 2
32 9 2
32 10 9
32 11 2
32 12 5
32 13 2
32 14 10
32 15 2
33 1 5
33 2 9
33 3 4
33 4 3
33 5 8
33 6 4
33 7 2
33 8 2
33 9 1
33 10 5
33 11 8
33 12 5
33 13 10
33 14 1
33 15 2
34 1 2
34 2 6
34 3 9
34 4 6
34 5 6
34 6 2
34 7 5
34 8 3
34 9 6
34 10 1
34 11 7
34 12 4
34 13 2
34 14 3
34 15 9
35 1 7
35 2 1
35 3 5
35 4 3
35 5 4
35 6 5
35 7 9
35 8 3
35 9 8
35 10 8
35 11 3
35 12 6
35 13 5
35 14 4
35 15 1
36 1 5
36 2 4
36 3 2
36 4 4
36 5 10
36 6 7
36 7 8
36 8 9
36 9 7
36 10 3
36 11 3
36 12 7
36 13 3
36 14 7
36 15 1
37 1 4
37 2 1
37 3 10
37 4 3
37 5 8
37 6 10
37 7 2
37 8 5
37 9 10
37 10 4
37 11 10
37 12 8
37 13 3
37 14 1
37 15 10
38 1 1
38 2 4
38 3 7
38 4 5
38 5 10
38 6 2
38 7 9
38 8 4
38 9 1
38 10 3
38 11 9
38 12 3
38 13 1
38 14 10
38 15 1
39 1 10
39 2 7
39 3 4
39 4 1
39 5 4
39 6 2
39 7 1
39 8 3
39 9 8
39 10 8
39 11 8
39 12 6
39 13 5
39 14 4
39 15 9
40 1 9
40 2 6
40 3 6
40 4 7
40 5 6
40 6 4
40 7 8
40 8 3
40 9 6
40 10 3
40 11 5
40 12 7
40 13 2
40 14 1
40 15 8
41 1 3
41 2 8
41 3 10
41 4 1
41 5 10
41 6 10
41 7 6
41 8 4
41 9 6
41 10 9
41 11 9
41 12 2
41 13 1
41 14 7
41 15 6
42 1 10
42 2 9
42 3 5
42 4 1
42 5 3
42 6 4
42 7 2
42 8 1
42 9 7
42 10 10
42 11 5
42 12 8
42 13 7
42 14 10
42 15 5
43 1 8
43 2 3
43 3 1
43 4 10
43 5 1
43 6 9
43 7 9
43 8 1
43 9 10
43 10 5
43 11 1
43 12 6
43 13 5
43 14 6
43 15 9
44 1 3
44 2 10
44 3 6
44 4 8
44 5 10
44 6 9
44 7 2
44 8 5
44 9 8
44 10 10
44 11 5
44 12 6
44 13 7
44 14 2
44 15 2
45 1 2
45 2 5
45 3 7
45 4 4
45 5 3
45 6 6
45 7 7
45 8 3
45 9 7
45 10 1
45 11 8
45 12 4
45 13 3
45 14 3
45 15 2
46 1 10
46 2 1
46 3 9
46 4 10
46 5 7
46 6 1
46 7 1
46 8 1
46 9 1
46 10 10
46 11 9
46 12 10
46 13 5
46 14 6
46 15 9
47 1 2
47 2 4
47 3 5
47 4 9
47 5 7
47 6 2
47 7 7
47 8 7
47 9 9
47 10 9
47 11 1
47 12 7
47 13 10
47 14 7
47 15 3
48 1 2
48 2 3
48 3 8
48 4 7
48 5 9
48 6 7
48 7 5
48 8 8
48 9 9
48 10 9
48 11 8
48 12 5
48 13 8
48 14 1
48 15 9
49 1 6
49 2 1
49 3 6
49 4 10
49 5 10
49 6 10
49 7 10
49 8 8
49 9 7
49 10 2
49 11 8
49 12 10
49 13 2
49 14 3
49 15 4
50 1 9
50 2 7
50 3 8
50 4 8
50 5 6
50 6 1
50 7 4
50 8 4
50 9 8
50 10 2
50 11 4
50 12 4
50 13 9
50 14 4
50 15 6
51 1 1
51 2 8
51 3 4
51 4 7
51 5 4
51 6 8
51 7 4
51 8 9
51 9 10
51 10 10
51 11 4
51 12 6
51 13 2
51 14 8
51 15 10
52 1 2
52 2 1
52 3 9
52 4 1
52 5 5
52 6 7
52 7 8
52 8 1
52 9 1
52 10 10
52 11 4
52 12 2
52 13 7
52 14 8
52 15 5
53 1 3
53 2 4
53 3 10
53 4 4
53 5 7
53 6 6
53 7 2
53 8 4
53 9 4
53 10 5
53 11 8
53 12 8
53 13 5
53 14 10
53 15 7
54 1 2
54 2 4
54 3 8
54 4 9
54 5 1
54 6 4
54 7 8
54 8 8
54 9 8
54 10 4
54 11 3
54 12 9
54 13 1
54 14 2
54 15 7
55 1 5
55 2 8
55 3 5
55 4 1
55 5 7
55 6 5
55 7 4
55 8 9
55 9 1
55 10 3
55 11 7
55 12 8
55 13 4
55 14 4
55 15 3
56 1 7
56 2 10
56 3 5
56 4 3
56 5 3
56 6 10
56 7 1
56 8 10
56 9 4
56 10 2
56 11 8
56 12 1
56 13 9
56 14 1
56 15 5
57 1 10
57 2 1
57 3 6
57 4 5
57 5 1
57 6 10
57 7 6
57 8 3
57 9 8
57 10 4
57 11 1
57 12 7
57 13 3
57 14 5
57 15 10
58 1 10
58 2 6
58 3 3
58 4 1
58 5 7
58 6 5
58 7 6
58 8 8
58 9 2
58 10 7
58 11 5
58 12 4
58 13 8
58 14 10
58 15 8
59 1 4
59 2 8
59 3 5
59 4 8
59 5 1
59 6 1
59 7 8
59 8 3
59 9 5
59 10 3
59 11 9
59 12 8
59 13 2
59 14 9
59 15 6
60 1 8
60 2 5
60 3 5
60 4 10
60 5 9
60 6 4
60 7 4
60 8 6
60 9 2
60 10 2
60 11 7
60 12 1
60 13 4
60 14 4
60 15 6
61 1 7
61 2 9
61 3 3
61 4 10
61 5 6
61 6 5
61 7 2
61 8 6
61 9 2
61 10 7
61 11 10
61 12 1
61 13 1
61 14 8
61 15 1
62 1 5
62 2 9
62 3 9
62 4 5
62 5 2
62 6 1
62 7 5
62 8 9
62 9 6
62 10 7
62 11 3
62 12 8
62 13 8
62 14 9
62 15 5
63 1 2
63 2 9
63 3 8
63 4 2
63 5 3
63 6 10
63 7 8
63 8 5
63 9 8
63 10 10
63 11 7
63 12 10
63 13 7
63 14 4
63 15 6
64 1 5
64 2 7
64 3 4
64 4 9
64 5 1
64 6 9
64 7 3
64 8 9
64 9 1
64 10 9
64 11 3
64 12 3
64 13 9
64 14 8
64 15 8
65 1 4
65 2 5
65 3 4
65 4 1
65 5 4
65 6 6
65 7 6
65 8 8
65 9 6
65 10 5
65 11 10
65 12 4
65 13 2
65 14 8
65 15 9
66 1 10
66 2 2
66 3 10
66 4 8
66 5 6
66 6 6
66 7 5
66 8 5
66 9 5
66 10 2
66 11 4
66 12 7
66 13 6
66 14 9
66 15 1
67 1 9
67 2 3
67 3 8
67 4 8
67 5 1
67 6 10
67 7 7
67 8 3
67 9 8
67 10 1
67 11 8
67 12 6
67 13 3
67 14 10
67 15 2
68 1 8
68 2 9
68 3 8
68 4 1
68 5 7
68 6 2
68 7 7
68 8 7
68 9 7
68 10 1
68 11 10
68 12 2
68 13 3
68 14 9
68 15 6
69 1 10
69 2 5
69 3 2
69 4 5
69 5 6
69 6 1
69 7 10
69 8 6
69 9 1
69 10 1
69 11 7
69 12 8
69 13 2
69 14 8
69 15 3
70 1 5
70 2 4
70 3 1
70 4 2
70 5 2
70 6 1
70 7 6
70 8 8
70 9 9
70 10 3
70 11 2
70 12 8
70 13 10
70 14 1
70 15 8
71 1 3
71 2 1
71 3 4
71 4 2
71 5 1
71 6 4
71 7 3
71 8 5
71 9 9
71 10 7
71 11 5
71 12 1
71 13 8
71 14 9
71 15 1
72 1 8
72 2 4
72 3 3
72 4 2
72 5 3
72 6 2
72 7 6
72 8 8
72 9 8
72 10 8
72 11 10
72 12 10
72 13 8
72 14 8
72 15 9
73 1 1
73 2 1
73 3 9
73 4 8
73 5 3
73 6 10
73 7 2
73 8 4
73 9 1
73 10 3
73 11 6
73 12 9
73 13 8
73 14 2
73 15 2
74 1 6
74 2 2
74 3 3
74 4 2
74 5 1
74 6 1
74 7 8
74 8 5
74 9 5
74 10 10
74 11 9
74 12 8
74 13 7
74 14 3
74 15 8
75 1 3
75 2 3
75 3 5
75 4 1
75 5 10
75 6 3
75 7 10
75 8 7
75 9 6
75 10 3
75 11 1
75 12 6
75 13 7
75 14 4
75 15 6
76 1 10
76 2 6
76 3 8
76 4 9
76 5 2
76 6 9
76 7 9
76 8 8
76 9 7
76 10 2
76 11 4
76 12 6
76 13 8
76 14 6
76 15 9
77 1 9
77 2 4
77 3 10
77 4 6
77 5 2
77 6 2
77 7 4
77 8 10
77 9 6
77 10 9
77 11 1
77 12 9
77 13 9
77 14 1
77 15 9
78 1 3
78 2 1
78 3 7
78 4 5
78 5 10
78 6 7
78 7 10
78 8 4
78 9 9
78 10 7
78 11 2
78 12 9
78 13 1
78 14 7
78 15 6
79 1 1
79 2 6
79 3 2
79 4 5
79 5 10
79 6 1
79 7 7
79 8 3
79 9 9
79 10 7
79 11 9
79 12 10
79 13 5
79 14 3
79 15 2
80 1 8
80 2 6
80 3 2
80 4 2
80 5 6
80 6 8
80 7 4
80 8 7
80 9 6
80 10 3
80 11 7
80 12 1
80 13 10
80 14 10
80 15 7
81 1 8
81 2 4
81 3 6
81 4 1
81 5 1
81 6 2
81 7 2
81 8 8
81 9 6
81 10 10
81 11 6
81 12 8
81 13 10
81 14 7
81 15 10
82 1 5
82 2 7
82 3 6
82 4 8
82 5 1
82 6 2
82 7 1
82 8 6
82 9 7
82 10 1
82 11 3
82 12 10
82 13 7
82 14 6
82 15 4
83 1 2
83 2 8
83 3 5
83 4 3
83 5 7
83 6 8
83 7 5
83 8 1
83 9 5
83 10 6
83 11 5
83 12 7
83 13 4
83 14 6
83 15 4
84 1 7
84 2 9
84 3 6
84 4 10
84 5 3
84 6 6
84 7 8
84 8 4
84 9 3
84 10 10
84 11 9
84 12 4
84 13 1
84 14 3
84 15 10
85 1 2
85 2 9
85 3 4
85 4 4
85 5 10
85 6 2
85 7 10
85 8 7
85 9 2
85 10 4
85 11 8
85 12 6
85 13 3
85 14 3
85 15 3
86 1 1
86 2 5
86 3 5
86 4 9
86 5 5
86 6 10
86 7 5
86 8 3
86 9 1
86 10 7
86 11 9
86 12 7
86 13 2
86 14 1
86 15 3
87 1 9
87 2 4
87 3 8
87 4 8
87 5 10
87 6 3
87 7 6
87 8 8
87 9 9
87 10 6
87 11 4
87 12 10
87 13 10
87 14 6
87 15 9
88 1 3
88 2 3
88 3 10
88 4 2
88 5 9
88 6 6
88 7 10
88 8 10
88 9 1
88 10 9
88 11 4
88 12 3
88 13 2
88 14 9
88 15 2
89 1 2
89 2 10
89 3 2
89 4 8
89 5 8
89 6 4
89 7 10
89 8 5
89 9 4
89 10 7
89 11 7
89 12 5
89 13 6
89 14 9
89 15 4
90 1 4
90 2 10
90 3 9
90 4 3
90 5 10
90 6 7
90 7 6
90 8 8
90 9 5
90 10 8
90 11 2
90 12 2
90 13 3
90 14 10
90 15 3
91 1 6
91 2 5
91 3 10
91 4 9
91 5 4
91 6 5
91 7 2
91 8 4
91 9 2
91 10 8
91 11 4
91 12 10
91 13 3
91 14 10
91 15 1
92 1 4
92 2 9
92 3 5
92 4 6
92 5 7
92 6 7
92 7 1
92 8 7
92 9 1
92 10 1
92 11 1
92 12 6
92 13 5
92 14 3
92 15 2
93 1 1
93 2 5
93 3 3
93 4 1
93 5 2
93 6 1
93 7 6
93 8 3
93 9 4
93 10 4
93 11 2
93 12 8
93 13 7
93 14 4
93 15 3
94 1 6
94 2 8
94 3 2
94 4 3
94 5 8
94 6 3
94 7 4
94 8 3
94 9 1
94 10 5
94 11 1
94 12 4
94 13 3
94 14 7
94 15 9
95 1 2
95 2 10
95 3 9
95 4 9
95 5 2
95 6 7
95 7 6
95 8 9
95 9 3
95 10 8
95 11 7
95 12 3
95 13 1
95 14 9
95 15 4
96 1 2
96 2 5
96 3 1
96 4 7
96 5 4
96 6 6
96 7 5
96 8 3
96 9 2
96 10 5
96 11 4
96 12 3
96 13 7
96 14 4
96 15 3
97 1 6
97 2 6
97 3 1
97 4 7
97 5 3
97 6 5
97 7 5
97 8 7
97 9 8
97 10 10
97 11 1
97 12 10
97 13 8
97 14 4
97 15 4
98 1 2
98 2 1
98 3 7
98 4 7
98 5 10
98 6 8
98 7 5
98 8 10
98 9 5
98 10 6
98 11 6
98 12 4
98 13 10
98 14 2
98 15 1
99 1 9
99 2 4
99 3 2
99 4 5
99 5 2
99 6 6
99 7 7
99 8 8
99 9 5
99 10 6
99 11 5
99 12 4
99 13 8
99 14 7
99 15 1
100 1 2
100 2 9
100 3 9
100 4 9
100 5 10
100 6 7
100 7 8
100 8 3
100 9 10
100 10 10
100 11 2
100 12 4
100 13 3
100 14 1
100 15 4
101 1 6
101 2 8
101 3 3
101 4 10
101 5 2
101 6 1
101 7 4
101 8 8
101 9 9
101 10 6
101 11 4
101 12 3
101 13 10
101 14 8
101 15 9
102 1 6
102 2 6
102 3 6
102 4 6
102 5 9
102 6 9
102 7 6
102 8 10
102 9 9
102 10 4
102 11 6
102 12 7
102 13 8
102 14 7
102 15 4
103 1 4
103 2 9
103 3 8
103 4 10
103 5 6
103 6 3
103 7 6
103 8 3
103 9 1
103 10 5
103 11 9
103 12 8
103 13 2
103 14 8
103 15 4
104 1 10
104 2 6
104 3 1
104 4 7
104 5 3
104 6 8
104 7 5
104 8 1
104 9 2
104 10 3
104 11 7
104 12 1
104 13 6
104 14 5
104 15 7
105 1 3
105 2 6
105 3 3
105 4 3
105 5 3
105 6 6
105 7 8
105 8 1
105 9 4
105 10 4
105 11 9
105 12 5
105 13 9
105 14 10
105 15 10
106 1 3
106 2 10
106 3 9
106 4 3
106 5 2
106 6 3
106 7 8
106 8 5
106 9 4
106 10 6
106 11 7
106 12 2
106 13 4
106 14 10
106 15 2
107 1 4
107 2 3
107 3 8
107 4 3
107 5 2
107 6 5
107 7 10
107 8 4
107 9 4
107 10 6
107 11 3
107 12 5
107 13 10
107 14 3
107 15 7
108 1 4
108 2 1
108 3 6
108 4 2
108 5 9
108 6 1
108 7 7
108 8 6
108 9 6
108 10 5
108 11 5
108 12 5
108 13 7
108 14 7
108 15 2
109 1 7
109 2 3
109 3 10
109 4 6
109 5 9
109 6 8
109 7 2
109 8 9
109 9 9
109 10 7
109 11 5
109 12 4
109 13 10
109 14 7
109 15 2
110 1 8
110 2 5
110 3 3
110 4 1
110 5 9
110 6 6
110 7 3
110 8 2
110 9 6
110 10 10
110 11 4
110 12 3
110 13 2
110 14 2
110 15 7
111 1 1
111 2 2
111 3 4
111 4 10
111 5 1
111 6 2
111 7 3
111 8 7
111 9 1
111 10 5
111 11 8
111 12 10
111 13 3
111 14 7
111 15 3
112 1 9
112 2 2
112 3 10
112 4 7
112 5 7
112 6 4
112 7 5
112 8 7
112 9 2
112 10 4
112 11 7
112 12 2
112 13 10
112 14 3
112 15 6
113 1 9
113 2 4
113 3 6
113 4 2
113 5 7
113 6 8
113 7 10
113 8 5
113 9 5
113 10 7
113 11 5
113 12 9
113 13 3
113 14 9
113 15 8
114 1 10
114 2 5
114 3 6
114 4 9
114 5 6
114 6 3
114 7 9
114 8 2
114 9 1
114 10 8
114 11 2
114 12 6
114 13 2
114 14 1
114 15 7
115 1 7
115 2 2
115 3 7
115 4 7
115 5 8
115 6 6
115 7 2
115 8 8
115 9 6
115 10 6
115 11 5
115 12 10
115 13 5
115 14 3
115 15 2
116 1 7
116 2 5
116 3 3
116 4 7
116 5 10
116 6 2
116 7 10
116 8 10
116 9 3
116 10 1
116 11 1
116 12 9
116 13 8
116 14 4
116 15 1
117 1 1
117 2 4
117 3 4
117 4 10
117 5 3
117 6 3
117 7 4
117 8 4
117 9 5
117 10 1
117 11 9
117 12 5
117 13 9
117 14 5
117 15 2
118 1 9
118 2 5
118 3 6
118 4 6
118 5 1
118 6 5
118 7 6
118 8 5
118 9 10
118 10 3
118 11 6
118 12 6
118 13 10
118 14 1
118 15 4
119 1 7
119 2 4
119 3 1
119 4 8
119 5 2
119 6 9
119 7 8
119 8 8
119 9 6
119 10 10
119 11 3
119 12 8
119 13 7
119 14 6
119 15 8
120 1 5
120 2 2
120 3 8
120 4 6
120 5 7
120 6 1
120 7 9
120 8 6
120 9 7
120 10 4
120 11 4
120 12 1
120 13 2
120 14 8
120 15 6
121 1 7
121 2 1
121 3 5
121 4 7
121 5 7
121 6 2
121 7 4
121 8 7
121 9 7
121 10 3
121 11 5
121 12 10
121 13 5
121 14 2
121 15 9
122 1 5
122 2 1
122 3 3
122 4 5
122 5 10
122 6 5
122 7 2
122 8 5
122 9 9
122 10 5
122 11 2
122 12 10
122 13 8
122 14 10
122 15 7
123 1 1
123 2 7
123 3 5
123 4 1
123 5 6
123 6 5
123 7 4
123 8 8
123 9 10
123 10 2
123 11 4
123 12 8
123 13 9
123 14 10
123 15 5
124 1 10
124 2 3
124 3 6
124 4 5
124 5 6
124 6 4
124 7 10
124 8 2
124 9 2
124 10 4
124 11 9
124 12 2
124 13 4
124 14 5
124 15 2
125 1 8
125 2 7
125 3 7
125 4 7
125 5 9
125 6 7
125 7 9
125 8 2
125 9 9
125 10 10
125 11 2
125 12 10
125 13 1
125 14 2
125 15 10
126 1 4
126 2 4
126 3 6
126 4 3
126 5 5
126 6 2
126 7 10
126 8 9
126 9 1
126 10 6
126 11 2
126 12 1
126 13 8
126 14 10
126 15 6
127 1 9
127 2 10
127 3 8
127 4 4
127 5 3
127 6 9
127 7 8
127 8 6
127 9 8
127 10 6
127 11 6
127 12 1
127 13 1
127 14 10
127 15 9
128 1 7
128 2 5
128 3 2
128 4 9
128 5 3
128 6 2
128 7 8
128 8 2
128 9 6
128 10 10
128 11 9
128 12 6
128 13 5
128 14 8
128 15 1
129 1 4
129 2 9
129 3 7
129 4 3
129 5 1
129 6 3
129 7 1
129 8 5
129 9 7
129 10 3
129 11 7
129 12 5
129 13 2
129 14 7
129 15 5
130 1 10
130 2 1
130 3 10
130 4 2
130 5 1
130 6 8
130 7 4
130 8 10
130 9 8
130 10 5
130 11 9
130 12 3
130 13 8
130 14 1
130 15 4
131 1 7
131 2 10
131 3 10
131 4 9
131 5 9
131 6 7
131 7 2
131 8 7
131 9 1
131 10 8
131 11 5
131 12 1
131 13 9
131 14 3
131 15 10
132 1 3
132 2 9
132 3 3
132 4 3
132 5 4
132 6 7
132 7 5
132 8 10
132 9 10
132 10 10
132 11 1
132 12 9
132 13 4
132 14 5
132 15 3
133 1 1
133 2 8
133 3 3
133 4 6
133 5 2
133 6 3
133 7 10
133 8 3
133 9 1
133 10 4
133 11 2
133 12 8
133 13 9
133 14 6
133 15 6
134 1 1
134 2 6
134 3 6
134 4 7
134 5 2
134 6 2
134 7 10
134 8 5
134 9 5
134 10 3
134 11 2
134 12 6
134 13 5
134 14 6
134 15 2
135 1 5
135 2 5
135 3 10
135 4 4
135 5 4
135 6 1
135 7 7
135 8 5
135 9 6
135 10 10
135 11 2
135 12 7
135 13 10
135 14 2
135 15 1
136 1 9
136 2 6
136 3 2
136 4 1
136 5 1
136 6 7
136 7 1
136 8 3
136 9 7
136 10 10
136 11 8
136 12 10
136 13 4
136 14 6
136 15 2
137 1 2
137 2 6
137 3 9
137 4 4
137 5 9
137 6 4
137 7 4
137 8 5
137 9 10
137 10 7
137 11 5
137 12 2
137 13 1
137 14 6
137 15 9
138 1 6
138 2 9
138 3 2
138 4 8
138 5 2
138 6 8
138 7 3
138 8 6
138 9 7
138 10 4
138 11 1
138 12 2
138 13 3
138 14 8
138 15 5
139 1 7
139 2 4
139 3 5
139 4 9
139 5 9
139 6 7
139 7 7
139 8 9
139 9 10
139 10 4
139 11 3
139 12 4
139 13 4
139 14 3
139 15 6
140 1 5
140 2 4
140 3 4
140 4 10
140 5 2
140 6 7
140 7 8
140 8 1
140 9 7
140 10 2
140 11 7
140 12 6
140 13 1
140 14 10
140 15 7
141 1 7
141 2 3
141 3 3
141 4 3
141 5 5
141 6 6
141 7 3
141 8 10
141 9 2
141 10 2
141 11 6
141 12 2
141 13 3
141 14 9
141 15 5
142 1 6
142 2 5
142 3 4
142 4 4
142 5 5
142 6 1
142 7 3
142 8 7
142 9 4
142 10 9
142 11 7
142 12 1
142 13 8
142 14 7
142 15 3
143 1 8
143 2 8
143 3 2
143 4 3
143 5 3
143 6 5
143 7 3
143 8 8
143 9 10
143 10 3
143 11 9
143 12 10
143 13 10
143 14 3
143 15 1
144 1 10
144 2 7
144 3 2
144 4 10
144 5 9
144 6 3
144 7 4
144 8 2
144 9 10
144 10 10
144 11 2
144 12 10
144 13 4
144 14 7
144 15 9
145 1 10
145 2 5
145 3 1
145 4 5
145 5 6
145 6 3
145 7 3
145 8 8
145 9 10
145 10 5
145 11 8
145 12 8
145 13 5
145 14 4
145 15 3
146 1 7
146 2 10
146 3 9
146 4 4
146 5 1
146 6 9
146 7 9
146 8 1
146 9 5
146 10 8
146 11 6
146 12 4
146 13 2
146 14 7
146 15 4
147 1 9
147 2 6
147 3 6
147 4 2
147 5 3
147 6 9
147 7 1
147 8 6
147 9 3
147 10 8
147 11 9
147 12 2
147 13 3
147 14 1
147 15 2
148 1 7
148 2 4
148 3 9
148 4 10
148 5 3
148 6 10
148 7 8
148 8 6
148 9 4
148 10 6
148 11 7
148 12 2
148 13 5
148 14 5
148 15 6
149 1 7
149 2 6
149 3 2
149 4 10
149 5 7
149 6 7
149 7 2
149 8 6
149 9 5
149 10 5
149 11 10
149 12 6
149 13 6
149 14 8
149 15 4
150 1 8
150 2 1
150 3 2
150 4 5
150 5 1
150 6 7
150 7 10
150 8 6
150 9 3
150 10 4
150 11 9
150 12 4
150 13 10
150 14 6
150 15 10
151 1 7
151 2 2
151 3 6
151 4 8
151 5 2
151 6 5
151 7 2
151 8 2
151 9 1
151 10 7
151 11 7
151 12 7
151 13 4
151 14 2
151 15 9
152 1 10
152 2 2
152 3 5
152 4 5
152 5 9
152 6 8
152 7 2
152 8 7
152 9 7
152 10 8
152 11 6
152 12 4
152 13 3
152 14 6
152 15 8
153 1 9
153 2 3
153 3 2
153 4 1
153 5 7
153 6 3
153 7 1
153 8 9
153 9 6
153 10 7
153 11 8
153 12 6
153 13 8
153 14 7
153 15 5
154 1 5
154 2 1
154 3 5
154 4 1
154 5 1
154 6 8
154 7 1
154 8 7
154 9 9
154 10 4
154 11 3
154 12 10
154 13 5
154 14 1
154 15 8
155 1 5
155 2 3
155 3 8
155 4 1
155 5 10
155 6 7
155 7 5
155 8 8
155 9 10
155 10 8
155 11 7
155 12 5
155 13 6
155 14 5
155 15 9
156 1 7
156 2 3
156 3 6
156 4 9
156 5 10
156 6 3
156 7 6
