1500 100
4 87 10
4 88 3
4 89 9
4 90 6
4 91 4
4 92 4
4 93 8
4 94 5
4 95 1
4 96 2
4 97 1
4 98 6
4 99 10
4 100 5
5 1 10
5 2 9
5 3 8
5 4 3
5 5 10
5 6 1
5 7 7
5 8 10
5 9 5
5 10 9
5 11 7
5 12 9
5 13 2
5 14 8
5 15 9
5 16 7
5 17 2
5 18 7
5 19 2
5 20 3
5 21 6
5 22 5
5 23 2
5 24 1
5 25 3
5 26 10
5 27 9
5 28 4
5 29 5
5 30 8
5 31 5
5 32 5
5 33 4
5 34 7
5 35 9
5 36 6
5 37 3
5 38 10
5 39 10
5 40 8
5 41 5
5 42 6
5 43 7
5 44 4
5 45 7
5 46 9
5 47 4
5 48 10
5 49 8
5 50 9
5 51 8
5 52 6
5 53 6
5 54 10
5 55 4
5 56 10
5 57 7
5 58 7
5 59 6
5 60 6
5 61 6
5 62 3
5 63 10
5 64 4
5 65 1
5 66 9
5 67 10
5 68 9
5 69 8
5 70 4
5 71 3
5 72 2
5 73 8
5 74 8
5 75 4
5 76 4
5 77 1
5 78 7
5 79 5
5 80 9
5 81 9
5 82 6
5 83 4
5 84 10
5 85 3
5 86 3
5 87 5
5 88 8
5 89 3
5 90 10
5 91 1
5 92 3
5 93 3
5 94 4
5 95 1
5 96 1
5 97 6
5 98 8
5 99 3
5 100 2
6 1 4
6 2 4
6 3 3
6 4 4
6 5 9
6 6 7
6 7 8
6 8 5
6 9 4
6 10 3
6 11 5
6 12 9
6 13 4
6 14 3
6 15 9
6 16 5
6 17 8
6 18 10
6 19 5
6 20 7
6 21 3
6 22 8
6 23 8
6 24 2
6 25 7
6 26 1
6 27 2
6 28 8
6 29 4
6 30 2
6 31 5
6 32 9
6 33 2
6 34 9
6 35 8
6 36 6
6 37 4
6 38 2
6 39 8
6 40 5
6 41 7
6 42 5
6 43 2
6 44 7
6 45 2
6 46 4
6 47 7
6 48 1
6 49 7
6 50 1
6 51 7
6 52 6
6 53 10
6 54 8
6 55 8
6 56 10
6 57 5
6 58 10
6 59 3
6 60 8
6 61 4
6 62 3
6 63 9
6 64 1
6 65 9
6 66 10
6 67 9
6 68 9
6 69 8
6 70 2
6 71 6
6 72 2
6 73 5
6 74 7
6 75 7
6 76 2
6 77 7
6 78 1
6 79 10
6 80 6
6 81 7
6 82 1
6 83 9
6 84 4
6 85 3
6 86 10
6 87 5
6 88 6
6 89 5
6 90 1
6 91 4
6 92 6
6 93 2
6 94 10
6 95 5
6 96 7
6 97 2
6 98 10
6 99 8
6 100 6
7 1 5
7 2 3
7 3 6
7 4 8
7 5 7
7 6 10
7 7 3
7 8 2
7 9 1
7 10 5
7 11 6
7 12 1
7 13 2
7 14 3
7 15 10
7 16 3
7 17 2
7 18 1
7 19 9
7 20 4
7 21 1
7 22 3
7 23 7
7 24 10
7 25 7
7 26 3
7 27 1
7 28 6
7 29 10
7 30 10
7 31 6
7 32 4
7 33 7
7 34 1
7 35 10
7 36 5
7 37 4
7 38 10
7 39 4
7 40 5
7 41 1
7 42 9
7 43 3
7 44 9
7 45 9
7 46 5
7 47 10
7 48 7
7 49 2
7 50 6
7 51 10
7 52 6
7 53 7
7 54 6
7 55 6
7 56 5
7 57 5
7 58 4
7 59 6
7 60 10
7 61 4
7 62 2
7 63 9
7 64 9
7 65 7
7 66 6
7 67 4
7 68 5
7 69 7
7 70 3
7 71 9
7 72 2
7 73 4
7 74 9
7 75 7
7 76 1
7 77 3
7 78 3
7 79 7
7 80 5
7 81 1
7 82 8
7 83 1
7 84 7
7 85 4
7 86 8
7 87 9
7 88 4
7 89 10
7 90 6
7 91 7
7 92 7
7 93 3
7 94 8
7 95 9
7 96 4
7 97 6
7 98 1
7 99 7
7 100 6
8 1 5
8 2 8
8 3 8
8 4 2
8 5 6
8 6 5
8 7 7
8 8 5
8 9 9
8 10 7
8 11 5
8 12 7
8 13 8
8 14 5
8 15 4
8 16 2
8 17 10
8 18 8
8 19 1
8 20 3
8 21 9
8 22 7
8 23 10
8 24 1
8 25 5
8 26 2
8 27 6
8 28 7
8 29 4
8 30 3
8 31 5
8 32 7
8 33 10
8 34 7
8 35 6
8 36 10
8 37 9
8 38 5
8 39 1
8 40 6
8 41 8
8 42 9
8 43 8
8 44 3
8 45 1
8 46 2
8 47 10
8 48 1
8 49 5
8 50 7
8 51 8
8 52 2
8 53 1
8 54 8
8 55 4
8 56 4
8 57 1
8 58 5
8 59 6
8 60 2
8 61 3
8 62 8
8 63 9
8 64 7
8 65 1
8 66 1
8 67 7
8 68 8
8 69 4
8 70 7
8 71 4
8 72 6
8 73 8
8 74 4
8 75 2
8 76 5
8 77 3
8 78 7
8 79 1
8 80 9
8 81 9
8 82 1
8 83 6
8 84 3
8 85 10
8 86 1
8 87 7
8 88 6
8 89 8
8 90 8
8 91 6
8 92 1
8 93 10
8 94 2
8 95 7
8 96 4
8 97 2
8 98 2
8 99 7
8 100 2
9 1 1
9 2 1
9 3 7
9 4 10
9 5 4
9 6 9
9 7 9
9 8 2
9 9 3
9 10 2
9 11 8
9 12 5
9 13 9
9 14 6
9 15 1
9 16 6
9 17 6
9 18 10
9 19 9
9 20 1
9 21 7
9 22 3
9 23 2
9 24 9
9 25 3
9 26 1
9 27 4
9 28 3
9 29 2
9 30 6
9 31 8
9 32 4
9 33 3
9 34 1
9 35 8
9 36 9
9 37 4
9 38 8
9 39 6
9 40 6
9 41 8
9 42 4
9 43 3
9 44 9
9 45 5
9 46 3
9 47 1
9 48 3
9 49 8
9 50 6
9 51 6
9 52 7
9 53 3
9 54 2
9 55 1
9 56 8
9 57 7
9 58 5
9 59 2
9 60 9
9 61 3
9 62 10
9 63 2
9 64 6
9 65 7
9 66 8
9 67 7
9 68 9
9 69 7
9 70 3
9 71 9
9 72 10
9 73 1
9 74 7
9 75 10
9 76 2
9 77 4
9 78 2
9 79 2
9 80 6
9 81 4
9 82 9
9 83 8
9 84 4
9 85 10
9 86 1
9 87 9
9 88 6
9 89 3
9 90 5
9 91 9
9 92 4
9 93 9
9 94 4
9 95 3
9 96 4
9 97 6
9 98 5
9 99 4
9 100 7
10 1 3
10 2 5
10 3 10
10 4 5
10 5 8
10 6 5
10 7 6
10 8 6
10 9 2
10 10 9
10 11 2
10 12 9
10 13 1
10 14 9
10 15 3
10 16 3
10 17 1
10 18 9
10 19 5
10 20 10
10 21 10
10 22 8
10 23 10
10 24 7
10 25 2
10 26 1
10 27 3
10 28 8
10 29 9
10 30 7
10 31 1
10 32 5
10 33 5
10 34 8
10 35 7
10 36 7
10 37 4
10 38 3
10 39 10
10 40 10
10 41 2
10 42 10
10 43 10
10 44 8
10 45 9
10 46 9
10 47 3
10 48 3
10 49 2
10 50 5
10 51 1
10 52 9
10 53 9
10 54 8
10 55 1
10 56 6
10 57 1
10 58 9
10 59 5
10 60 8
10 61 8
10 62 8
10 63 9
10 64 8
10 65 6
10 66 2
10 67 10
10 68 7
10 69 5
10 70 9
10 71 6
10 72 9
10 73 9
10 74 4
10 75 4
10 76 4
10 77 8
10 78 10
10 79 8
10 80 5
10 81 8
10 82 2
10 83 3
10 84 5
10 85 3
10 86 1
10 87 3
10 88 8
10 89 2
10 90 6
10 91 3
10 92 8
10 93 4
10 94 6
10 95 1
10 96 7
10 97 4
10 98 6
10 99 7
10 100 4
11 1 9
11 2 9
11 3 9
11 4 5
11 5 4
11 6 2
11 7 3
11 8 10
11 9 9
11 10 3
11 11 5
11 12 9
11 13 7
11 14 1
11 15 6
11 16 7
11 17 5
11 18 6
11 19 4
11 20 6
11 21 2
11 22 3
11 23 3
11 24 9
11 25 5
11 26 4
11 27 7
11 28 10
11 29 6
11 30 6
11 31 2
11 32 2
11 33 5
11 34 2
11 35 1
11 36 1
11 37 4
11 38 2
11 39 5
11 40 1
11 41 7
11 42 5
11 43 10
11 44 1
11 45 4
11 46 1
11 47 4
11 48 2
11 49 10
11 50 9
11 51 3
11 52 6
11 53 8
11 54 6
11 55 3
11 56 4
11 57 5
11 58 7
11 59 2
11 60 8
11 61 10
11 62 3
11 63 5
11 64 10
11 65 4
11 66 2
11 67 4
11 68 4
11 69 4
11 70 10
11 71 1
11 72 5
11 73 8
11 74 9
11 75 5
11 76 6
11 77 6
11 78 1
11 79 8
11 80 8
11 81 4
11 82 6
11 83 8
11 84 3
11 85 8
11 86 7
11 87 7
11 88 4
11 89 7
11 90 6
11 91 8
11 92 10
11 93 9
11 94 3
11 95 1
11 96 7
11 97 3
11 98 6
11 99 10
11 100 10
12 1 3
12 2 2
12 3 9
12 4 5
12 5 10
12 6 8
12 7 4
12 8 9
12 9 7
12 10 4
12 11 2
12 12 4
12 13 8
12 14 8
12 15 7
12 16 6
12 17 8
12 18 2
12 19 9
12 20 7
12 21 10
12 22 9
12 23 9
12 24 6
12 25 3
12 26 6
12 27 8
12 28 7
12 29 7
12 30 10
12 31 7
12 32 1
12 33 5
12 34 3
12 35 8
12 36 7
12 37 6
12 38 5
12 39 7
12 40 5
12 41 9
12 42 5
12 43 7
12 44 6
12 45 4
12 46 3
12 47 6
12 48 1
12 49 10
12 50 4
12 51 7
12 52 7
12 53 9
12 54 6
12 55 3
12 56 5
12 57 5
12 58 5
12 59 9
12 60 9
12 61 10
12 62 4
12 63 9
12 64 5
12 65 3
12 66 6
12 67 4
12 68 7
12 69 6
12 70 7
12 71 6
12 72 8
12 73 1
12 74 4
12 75 3
12 76 3
12 77 8
12 78 8
12 79 5
12 80 4
12 81 6
12 82 8
12 83 7
12 84 7
12 85 1
12 86 3
12 87 9
12 88 5
12 89 2
12 90 10
12 91 5
12 92 7
12 93 8
12 94 5
12 95 2
12 96 6
12 97 8
12 98 8
12 99 8
12 100 1
13 1 5
13 2 6
13 3 9
13 4 8
13 5 1
13 6 3
13 7 10
13 8 10
13 9 7
13 10 5
13 11 7
13 12 8
13 13 7
13 14 10
13 15 5
13 16 6
13 17 8
13 18 6
13 19 1
13 20 5
13 21 5
13 22 7
13 23 6
13 24 6
13 25 2
13 26 9
13 27 6
13 28 6
13 29 5
13 30 6
13 31 2
13 32 8
13 33 8
13 34 6
13 35 9
13 36 3
13 37 6
13 38 8
13 39 2
13 40 3
13 41 8
13 42 4
13 43 10
13 44 10
13 45 4
13 46 10
13 47 8
13 48 8
13 49 2
13 50 1
13 51 4
13 52 2
13 53 3
13 54 9
13 55 2
13 56 9
13 57 10
13 58 5
13 59 4
13 60 5
13 61 9
13 62 9
13 63 9
13 64 2
13 65 8
13 66 3
13 67 4
13 68 9
13 69 1
13 70 2
13 71 5
13 72 1
13 73 1
13 74 8
13 75 5
13 76 3
13 77 2
13 78 1
13 79 6
13 80 2
13 81 6
13 82 6
13 83 4
13 84 6
13 85 10
13 86 9
13 87 10
13 88 6
13 89 9
13 90 1
13 91 2
13 92 9
13 93 5
13 94 4
13 95 1
13 96 9
13 97 4
13 98 8
13 99 2
13 100 4
14 1 5
14 2 10
14 3 10
14 4 3
14 5 1
14 6 7
14 7 4
14 8 8
14 9 9
14 10 7
14 11 1
14 12 3
14 13 4
14 14 1
14 15 2
14 16 10
14 17 3
14 18 2
14 19 2
14 20 10
14 21 4
14 22 3
14 23 5
14 24 2
14 25 2
14 26 6
14 27 10
14 28 4
14 29 2
14 30 2
14 31 10
14 32 6
14 33 7
14 34 8
14 35 8
14 36 7
14 37 8
14 38 5
14 39 10
14 40 5
14 41 4
14 42 2
14 43 9
14 44 4
14 45 3
14 46 6
14 47 6
14 48 6
14 49 10
14 50 7
14 51 9
14 52 7
14 53 1
14 54 4
14 55 8
14 56 4
14 57 7
14 58 2
14 59 8
14 60 10
14 61 1
14 62 5
14 63 3
14 64 7
14 65 8
14 66 10
14 67 3
14 68 1
14 69 8
14 70 9
14 71 9
14 72 4
14 73 10
14 74 9
14 75 8
14 76 3
14 77 10
14 78 6
14 79 10
14 80 1
14 81 8
14 82 1
14 83 9
14 84 10
14 85 10
14 86 4
14 87 6
14 88 5
14 89 3
14 90 6
14 91 3
14 92 9
14 93 5
14 94 9
14 95 4
14 96 9
14 97 5
14 98 6
14 99 2
14 100 5
15 1 6
15 2 5
15 3 7
15 4 4
15 5 2
15 6 2
15 7 10
15 8 8
15 9 10
15 10 8
15 11 5
15 12 8
15 13 1
15 14 7
15 15 9
15 16 10
15 17 4
15 18 5
15 19 10
15 20 1
15 21 6
15 22 2
15 23 6
15 24 2
15 25 1
15 26 6
15 27 8
15 28 9
15 29 3
15 30 5
15 31 3
15 32 5
15 33 5
15 34 1
15 35 9
15 36 10
15 37 7
15 38 9
15 39 5
15 40 8
15 41 6
15 42 9
15 43 2
15 44 4
15 45 9
15 46 10
15 47 1
15 48 10
15 49 9
15 50 5
15 51 6
15 52 7
15 53 9
15 54 3
15 55 2
15 56 6
15 57 7
15 58 6
15 59 5
15 60 4
15 61 4
15 62 9
15 63 4
15 64 7
15 65 4
15 66 8
15 67 1
15 68 2
15 69 5
15 70 9
15 71 6
15 72 10
15 73 2
15 74 9
15 75 5
15 76 5
15 77 4
15 78 5
15 79 3
15 80 10
15 81 4
15 82 7
15 83 5
15 84 8
15 85 7
15 86 3
15 87 1
15 88 9
15 89 6
15 90 4
15 91 9
15 92 7
15 93 5
15 94 10
15 95 9
15 96 5
15 97 2
15 98 7
15 99 6
15 100 5
16 1 7
16 2 1
16 3 7
16 4 1
16 5 7
16 6 2
16 7 9
16 8 5
16 9 7
16 10 2
16 11 7
16 12 4
16 13 8
16 14 2
16 15 2
16 16 5
16 17 5
16 18 6
16 19 8
16 20 3
16 21 5
16 22 7
16 23 3
16 24 6
16 25 9
16 26 7
16 27 4
16 28 7
16 29 1
16 30 8
16 31 2
16 32 6
16 33 1
16 34 8
16 35 8
16 36 3
16 37 3
16 38 7
16 39 2
16 40 6
16 41 8
16 42 3
16 43 3
16 44 3
16 45 2
16 46 8
16 47 7
16 48 2
16 49 4
16 50 9
16 51 1
16 52 3
16 53 1
16 54 3
16 55 1
16 56 9
16 57 1
16 58 1
16 59 8
16 60 7
16 61 3
16 62 1
16 63 8
16 64 1
16 65 7
16 66 10
16 67 1
16 68 3
16 69 4
16 70 7
16 71 8
16 72 8
16 73 9
16 74 8
16 75 4
16 76 8
16 77 7
16 78 5
16 79 1
16 80 7
16 81 2
16 82 10
16 83 10
16 84 2
16 85 1
16 86 6
16 87 2
16 88 3
16 89 4
16 90 2
16 91 7
16 92 1
16 93 5
16 94 10
16 95 6
16 96 5
16 97 2
16 98 1
16 99 4
16 100 5
17 1 7
17 2 7
17 3 10
17 4 9
17 5 3
17 6 4
17 7 6
17 8 4
17 9 6
17 10 10
17 11 8
17 12 1
17 13 4
17 14 5
17 15 3
17 16 3
17 17 1
17 18 1
17 19 9
17 20 3
17 21 3
17 22 4
17 23 10
17 24 9
17 25 1
17 26 9
17 27 4
17 28 1
17 29 3
17 30 3
17 31 9
17 32 4
17 33 9
17 34 9
17 35 3
17 36 8
17 37 2
17 38 10
17 39 4
17 40 1
17 41 8
17 42 1
17 43 8
17 44 9
17 45 6
17 46 1
17 47 2
17 48 5
17 49 6
17 50 2
17 51 4
17 52 2
17 53 5
17 54 8
17 55 8
17 56 7
17 57 8
17 58 6
17 59 4
17 60 7
17 61 7
17 62 10
17 63 4
17 64 1
17 65 9
17 66 5
17 67 8
17 68 10
17 69 1
17 70 9
17 71 3
17 72 4
17 73 8
17 74 8
17 75 3
17 76 8
17 77 1
17 78 7
17 79 1
17 80 4
17 81 4
17 82 3
17 83 7
17 84 10
17 85 10
17 86 4
17 87 1
17 88 2
17 89 7
17 90 1
17 91 6
17 92 4
17 93 9
17 94 1
17 95 3
17 96 2
17 97 8
17 98 1
17 99 10
17 100 2
18 1 9
18 2 4
18 3 3
18 4 10
18 5 8
18 6 2
18 7 8
18 8 8
18 9 5
18 10 5
18 11 7
18 12 10
18 13 9
18 14 1
18 15 7
18 16 9
18 17 3
18 18 6
18 19 5
18 20 9
18 21 7
18 22 4
18 23 9
18 24 6
18 25 7
18 26 2
18 27 9
18 28 6
18 29 6
18 30 3
18 31 5
18 32 4
18 33 3
18 34 2
18 35 10
18 36 1
18 37 7
18 38 7
18 39 5
18 40 7
18 41 3
18 42 7
18 43 6
18 44 8
18 45 10
18 46 2
18 47 8
18 48 7
18 49 4
18 50 10
18 51 2
18 52 7
18 53 1
18 54 7
18 55 1
18 56 6
18 57 5
18 58 3
18 59 6
18 60 7
18 61 7
18 62 4
18 63 7
18 64 5
18 65 8
18 66 2
18 67 1
18 68 5
18 69 9
18 70 3
18 71 5
18 72 3
18 73 6
18 74 7
18 75 3
18 76 7
18 77 10
18 78 5
18 79 1
18 80 2
18 81 10
18 82 1
18 83 8
18 84 6
18 85 5
18 86 2
18 87 5
18 88 5
18 89 2
18 90 2
18 91 7
18 92 6
18 93 2
18 94 1
18 95 1
18 96 7
18 97 2
18 98 5
18 99 1
18 100 7
19 1 10
19 2 1
19 3 7
19 4 2
19 5 5
19 6 10
19 7 5
19 8 1
19 9 7
19 10 8
19 11 8
19 12 4
19 13 7
19 14 4
19 15 4
19 16 8
19 17 6
19 18 10
19 19 9
19 20 1
19 21 10
19 22 6
19 23 9
19 24 4
19 25 7
19 26 7
19 27 5
19 28 3
19 29 2
19 30 10
19 31 6
19 32 2
19 33 1
19 34 6
19 35 5
19 36 8
19 37 9
19 38 10
19 39 8
19 40 1
19 41 3
19 42 9
19 43 6
19 44 9
19 45 7
19 46 5
19 47 3
19 48 6
19 49 8
19 50 4
19 51 4
19 52 7
19 53 10
19 54 8
19 55 4
19 56 5
19 57 5
19 58 9
19 59 1
19 60 2
19 61 10
19 62 5
19 63 3
19 64 1
19 65 5
19 66 3
19 67 6
19 68 8
19 69 2
19 70 9
19 71 8
19 72 6
19 73 5
19 74 3
19 75 1
19 76 9
19 77 4
19 78 10
19 79 1
19 80 7
19 81 2
19 82 10
19 83 10
19 84 1
19 85 7
19 86 6
19 87 6
19 88 8
19 89 9
19 90 9
19 91 7
19 92 2
19 93 8
19 94 4
19 95 8
19 96 4
19 97 8
19 98 7
19 99 7
19 100 1
20 1 5
20 2 2
20 3 10
20 4 4
20 5 5
20 6 10
20 7 1
20 8 6
20 9 9
20 10 7
20 11 7
20 12 5
20 13 10
20 14 10
20 15 3
20 16 2
20 17 6
20 18 4
20 19 6
20 20 4
20 21 10
20 22 7
20 23 1
20 24 10
20 25 5
20 26 10
20 27 9
20 28 5
20 29 2
20 30 7
20 31 7
20 32 10
20 33 8
20 34 5
20 35 9
20 36 10
20 37 10
20 38 9
20 39 4
20 40 5
20 41 4
20 42 1
20 43 1
20 44 5
20 45 5
20 46 1
20 47 8
20 48 5
20 49 2
20 50 4
20 51 1
20 52 3
20 53 9
20 54 7
20 55 5
20 56 2
20 57 8
20 58 3
20 59 4
20 60 6
20 61 4
20 62 6
20 63 7
20 64 9
20 65 9
20 66 7
20 67 9
20 68 3
20 69 4
20 70 2
20 71 9
20 72 1
20 73 5
20 74 10
20 75 1
20 76 10
20 77 10
20 78 3
20 79 1
20 80 3
20 81 5
20 82 8
20 83 1
20 84 4
20 85 6
20 86 8
20 87 7
20 88 9
20 89 6
20 90 7
20 91 3
20 92 1
20 93 4
20 94 9
20 95 9
20 96 1
20 97 9
20 98 6
20 99 7
20 100 9
21 1 3
21 2 9
21 3 8
21 4 1
21 5 4
21 6 4
21 7 5
21 8 4
21 9 10
21 10 2
21 11 5
21 12 6
21 13 8
21 14 3
21 15 9
21 16 4
21 17 6
21 18 3
21 19 4
21 20 6
21 21 10
21 22 3
21 23 6
21 24 4
21 25 9
21 26 9
21 27 10
21 28 10
21 29 9
21 30 10
21 31 5
21 32 1
21 33 8
21 34 1
21 35 8
21 36 7
21 37 6
21 38 2
21 39 5
21 40 6
21 41 4
21 42 8
21 43 8
21 44 2
21 45 1
21 46 4
21 47 9
21 48 3
21 49 1
21 50 8
21 51 6
21 52 9
21 53 2
21 54 3
21 55 9
21 56 9
21 57 10
21 58 6
21 59 4
21 60 3
21 61 4
21 62 2
21 63 1
21 64 10
21 65 4
21 66 8
21 67 6
21 68 1
21 69 10
21 70 1
21 71 6
21 72 9
21 73 6
21 74 4
21 75 3
21 76 4
21 77 1
21 78 1
21 79 5
21 80 4
21 81 9
21 82 9
21 83 1
21 84 3
21 85 2
21 86 8
21 87 6
21 88 6
21 89 8
21 90 4
21 91 5
21 92 1
21 93 7
21 94 2
21 95 1
21 96 6
21 97 7
21 98 2
21 99 2
21 100 6
22 1 5
22 2 7
22 3 10
22 4 9
22 5 5
22 6 5
22 7 6
22 8 9
22 9 8
22 10 4
22 11 7
22 12 1
22 13 9
22 14 3
22 15 9
22 16 1
22 17 1
22 18 4
22 19 3
22 20 1
22 21 4
22 22 1
22 23 9
22 24 10
22 25 8
22 26 1
22 27 3
22 28 7
22 29 7
22 30 5
22 31 2
22 32 3
22 33 4
22 34 6
22 35 6
22 36 9
22 37 4
22 38 3
22 39 7
22 40 4
22 41 9
22 42 2
22 43 7
22 44 3
22 45 6
22 46 8
22 47 10
22 48 1
22 49 1
22 50 5
22 51 3
22 52 1
22 53 3
22 54 2
22 55 10
22 56 5
22 57 9
22 58 9
22 59 5
22 60 10
22 61 5
22 62 4
22 63 10
22 64 9
22 65 5
22 66 5
22 67 7
22 68 10
22 69 4
22 70 10
22 71 6
22 72 3
22 73 5
22 74 10
22 75 7
22 76 3
22 77 7
22 78 2
22 79 2
22 80 7
22 81 3
22 82 10
22 83 8
22 84 7
22 85 6
22 86 2
22 87 6
22 88 6
22 89 6
22 90 6
22 91 7
22 92 6
22 93 1
22 94 10
22 95 2
22 96 10
22 97 6
22 98 8
22 99 3
22 100 6
23 1 8
23 2 10
23 3 7
23 4 3
23 5 6
23 6 1
23 7 5
23 8 3
23 9 5
23 10 7
23 11 3
23 12 4
23 13 6
23 14 9
23 15 2
23 16 10
23 17 3
23 18 1
23 19 1
23 20 2
23 21 4
23 22 3
23 23 3
23 24 10
23 25 10
23 26 7
23 27 1
23 28 2
23 29 2
23 30 3
23 31 4
23 32 9
23 33 1
23 34 6
23 35 7
23 36 7
23 37 1
23 38 3
23 39 8
23 40 8
23 41 8
23 42 4
23 43 1
23 44 2
23 45 1
23 46 2
23 47 3
23 48 6
23 49 9
23 50 9
23 51 9
23 52 2
23 53 5
23 54 2
23 55 4
23 56 2
23 57 3
23 58 1
23 59 2
23 60 7
23 61 9
23 62 2
23 63 8
23 64 4
23 65 4
23 66 3
23 67 6
23 68 1
23 69 8
23 70 4
23 71 6
23 72 4
23 73 8
23 74 10
23 75 3
23 76 5
23 77 9
23 78 4
23 79 7
23 80 9
23 81 5
23 82 6
23 83 7
23 84 10
23 85 9
23 86 3
23 87 10
23 88 4
23 89 7
23 90 2
23 91 5
23 92 7
23 93 8
23 94 6
23 95 3
23 96 10
23 97 6
23 98 5
23 99 5
23 100 3
24 1 8
24 2 10
24 3 2
24 4 8
24 5 10
24 6 9
24 7 3
24 8 9
24 9 6
24 10 1
24 11 1
24 12 8
24 13 10
24 14 1
24 15 9
24 16 5
24 17 4
24 18 9
24 19 6
24 20 6
24 21 3
24 22 5
24 23 3
24 24 2
24 25 10
24 26 8
24 27 7
24 28 4
24 29 4
24 30 8
24 31 2
